condition,Kinase,n_peptides,n_pairs,mean_diff,statistic,effect_size,p_value,p_adjusted,source_file
Neg5m_NegCTL,IRAK,9,27,-0.26651979928318376,91,0.24074074074074073,0.019158247432460213,0.02947422681916956,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,MLCK,5,15,-0.18815978194433644,21,0.175,0.028767860597467602,0.04342318580749827,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,VRK1,3,9,-0.19240120841992317,4,0.08888888888888889,0.03296938124422011,0.048843527769214974,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,CAMK2,13,39,-0.1203715633986085,242,0.31025641025641026,0.039555378139780994,0.05753509547604509,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,BARK2,3,9,-0.2736748131273191,5,0.1111111111111111,0.044010984012951455,0.06287283430421636,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,PAKB,2,6,-0.1831211372269704,1,0.047619047619047616,0.05917206782585943,0.08304851624682025,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,MARK,6,18,-0.14748677871674123,50,0.29239766081871343,0.1274431640156041,0.17578367450428153,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,NMO,1,3,-1.568401147471459,0,0,0.1814492077214203,0.23796617406087908,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,ATM,1,3,-0.31718026038945446,0,0,0.1814492077214203,0.23796617406087908,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,SLK,1,3,-0.25774947852334423,0,0,0.1814492077214203,0.23796617406087908,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,NDR,4,12,-0.08396492337184616,22,0.28205128205128205,0.19553885910399538,0.25230820529547787,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,STKR,5,15,-0.133835214477306,37,0.30833333333333335,0.20127970635570075,0.2555932779120009,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,LKB,5,15,-0.11115264906295672,39,0.325,0.2442936413317767,0.3053670516647209,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,CK2,5,15,-0.01956920513226986,41,0.3416666666666667,0.29338289215178975,0.3569786590061941,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,HAL,2,6,-0.1521385283359476,5,0.23809523809523808,0.2945073936801101,0.3569786590061941,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,PASK,1,3,-0.3552878946478352,1,0.16666666666666666,0.42267807417063546,0.43914605108637444,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,BRSK,1,3,-0.19147567237740554,1,0.16666666666666666,0.42267807417063546,0.43914605108637444,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,EGFR,1,3,-0.30956829107256756,1,0.16666666666666666,0.42267807417063546,0.43914605108637444,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,CSK,1,3,-0.30956829107256756,1,0.16666666666666666,0.42267807417063546,0.43914605108637444,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,TEC,1,3,-0.30956829107256756,1,0.16666666666666666,0.42267807417063546,0.43914605108637444,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,PDGFR,1,3,-0.30956829107256756,1,0.16666666666666666,0.42267807417063546,0.43914605108637444,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,SYK,1,3,-0.30956829107256756,1,0.16666666666666666,0.42267807417063546,0.43914605108637444,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,AXL,1,3,-0.30956829107256756,1,0.16666666666666666,0.42267807417063546,0.43914605108637444,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,VEGFR,1,3,-0.30956829107256756,1,0.16666666666666666,0.42267807417063546,0.43914605108637444,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,TAO,1,3,-0.10083696034115727,1,0.16666666666666666,0.42267807417063546,0.43914605108637444,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,KHS,1,3,-0.3773354210102541,1,0.16666666666666666,0.42267807417063546,0.43914605108637444,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,PKN,1,3,-0.057703129472905054,2,0.3333333333333333,0.7892680261342813,0.809505667830032,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,MOS,1,3,-0.02508753290012426,3,0.5,1,1,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Neg5m_NegCTL,NAK,1,3,-0.07819346684467021,3,0.5,1,1,hpv_neg_25.12-signal_Neg5m_NegCTL-STK.csv
Pos15m_PosCTL,BARK1,86,258,-0.4433271447891595,4496,0.1345664601478555,2.53559339638608e-24,1.0015593915725016e-22,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,VRK2,86,258,-0.4433271447891595,4496,0.1345664601478555,2.53559339638608e-24,1.0015593915725016e-22,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,PKCA,76,228,-0.47694090457004895,3282,0.12571822569524246,1.1377209120974458e-22,2.9959984018566072e-21,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,DMPK,71,213,-0.47031719224716595,2715,0.11912597077793866,5.492295993395189e-22,1.0847284586955497e-20,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,RSK,60,180,-0.5366233523987878,1426,0.08753836709637815,8.207071255994494e-22,1.2967172584471302e-20,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,PKA,48,144,-0.6316927128923423,579,0.055459770114942526,2.150950829093425e-20,2.832085258306343e-19,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,PHK,64,192,-0.47340263398347643,2197,0.1185772884283247,4.937392109635084e-20,5.572199666588166e-19,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,PIM,54,162,-0.4834924729258737,1559,0.11807922441869272,3.406609876067548e-17,3.3640272526167035e-16,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,PKG,39,117,-0.6643114152794158,380,0.055048529624800814,6.682122997021151e-17,5.86541907516301e-16,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,PDHK,40,120,-0.5655585914930426,615,0.08471074380165289,2.9129239748984043e-15,2.3012099401697394e-14,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,PEK,55,165,-0.4266829705628419,2004,0.14633077765607885,3.281492665204854e-15,2.3567083686471224e-14,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,CDK,60,180,-0.37843248723014417,2882,0.1769183548189073,5.586939544551313e-14,3.678068533496281e-13,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,QIK,46,138,-0.43567575248348034,1278,0.1332499218016891,7.740656786695401e-14,4.703937585761051e-13,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,PKD,29,87,-0.6691464929132478,228,0.05956112852664577,9.77114229140981e-13,5.513716007295535e-12,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,IKK,35,105,-0.5061415961949012,631,0.11338724168912848,6.1410659234851155e-12,3.234294719702161e-11,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,MAPKAPK,36,108,-0.5088782792356318,733,0.12453278967040435,1.2663560419612171e-11,6.25263295718351e-11,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,AKT,28,84,-0.4522870114031806,271,0.07591036414565826,1.4797483852302813e-11,6.876477790187778e-11,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,PAKA,23,69,-0.6757343494359974,128,0.05300207039337474,1.1090710104903988e-10,4.867589434930084e-10,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,RAD53,26,78,-0.5551471785411863,277,0.0899058747160013,3.160575231786882e-10,1.3141339121640194e-9,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,RIPK,25,75,-0.6022871232636103,256,0.08982456140350877,6.814733745838391e-10,2.6918198296061646e-9,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,AMPK,18,54,-0.6910700655148826,49,0.032996632996632996,2.418315387694881e-9,9.097472172756933e-9,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,CAMK1,19,57,-0.6456809610835432,83,0.05021173623714459,3.563239522254134e-9,1.2795269193548935e-8,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,SGK,22,66,-0.46450190406554753,220,0.09950248756218906,1.5725712850685997e-8,5.4014405008877994e-8,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,STE7,27,81,-0.4423160156857616,474,0.14272809394760613,2.3501980127823172e-8,7.736068458741794e-8,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,CK1,22,66,-0.4936916239258807,281,0.12709181365897784,1.411241171225384e-7,4.459522101072213e-7,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,PDK1,35,105,-0.27519602764956,1232,0.22138364779874214,7.230970595186573e-7,2.197102603922074e-6,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,MELK,21,63,-0.3370623892846916,315,0.15625,2.1274248694927323e-6,6.224687581108365e-6,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,CAMK2,12,36,-0.5363587237041181,44,0.06606606606606606,5.828943673076519e-6,1.6445948220465894e-5,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,PLK,22,66,-0.3588723487232755,423,0.19131614654002713,1.320552833666118e-5,3.597368064124942e-5,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,DAPK,15,45,-0.45247901388373457,139,0.13429951690821257,1.9839050260615237e-5,5.224283235295346e-5,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,PKCD,10,30,-0.6126638331941641,25,0.053763440860215055,2.06590511426516e-5,5.264725936353149e-5,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,P38,30,90,-0.28123976980507276,996,0.24322344322344322,2.3483991362362676e-5,5.7976103675832854e-5,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,PKCI,10,30,-0.6004750304825115,30,0.06451612903225806,3.255657168291335e-5,7.793845948333801e-5,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,NEK,13,39,-0.4099313945720042,100,0.1282051282051282,5.345760648950655e-5,1.2421032096091229e-4,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,CHK1,10,30,-0.48355943733865586,46,0.0989247311827957,1.3039512883810197e-4,2.9432043366314444e-4,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,MLK,12,36,-0.34639661088736806,95,0.14264264264264265,1.9052329527224405e-4,4.1809278684742446e-4,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,GRK,8,24,-0.6199744359279595,22,0.07333333333333333,2.696284950009365e-4,5.756932731101076e-4,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,AUR,8,24,-0.34904519630074743,35,0.11666666666666667,0.001070056155628051,0.0022245904288056852,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,FRAY,11,33,-0.36377469903169934,101,0.1800356506238859,0.0013822053120970893,0.002799851786042822,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,RAF,14,42,-0.25339186207013115,196,0.21705426356589147,0.0014304553789912207,0.0028251493735076613,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,DYRK,28,84,-0.17292380833453855,1095,0.3067226890756303,0.0021049099480584554,0.004055802095039462,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,MTOR,15,45,-0.22720449638780035,246,0.23768115942028986,0.0022213163590990084,0.004178190294495754,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,MST,16,48,-0.19300907409335222,292,0.24829931972789115,0.0024389941264736058,0.004480942697474764,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,ERK,30,90,-0.16751752176082876,1301,0.3177045177045177,0.002685014543117526,0.004820821566051922,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,JNK,25,75,-0.17127373865126064,891,0.3126315789473684,0.004844780916561858,0.008505282053519705,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,IRAK,9,27,-0.37051481964346383,74,0.19576719576719576,0.005943860731778414,0.010207934735010755,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,MARK,5,15,-0.5960004399734987,13,0.10833333333333334,0.008265622271771557,0.01360383665562402,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,STKR,5,15,-0.4332409945986169,13,0.10833333333333334,0.008265622271771557,0.01360383665562402,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,CK2,4,12,-0.4720665963439454,5,0.0641025641025641,0.008589957251185604,0.013849114751911484,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,STE11,5,15,-0.44293432197008153,16,0.13333333333333333,0.013487378597561883,0.021310058184147777,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,GSK,13,39,-0.2840482289583746,218,0.2794871794871795,0.01669839472835173,0.025414756361282105,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,MSN,4,12,-0.3807632903760748,8,0.10256410256410256,0.016728700389704677,0.025414756361282105,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,COT,5,15,-0.29981320767639097,20,0.16666666666666666,0.02486785931788523,0.0370671865304327,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,ATR,6,18,-0.21603060268424792,36,0.21052631578947367,0.03284544736014621,0.04805167298984353,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,PKCH,12,36,-0.179315559068694,199,0.2987987987987988,0.03596156410739234,0.051653882990618086,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,LKB,5,15,-0.2255710807138825,24,0.2,0.0437723237630412,0.06175024245143313,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,PRKDC,6,18,-0.2426120425639076,43,0.25146198830409355,0.06738239183771284,0.09338963079261955,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,NDR,2,6,-0.4715489171865507,2,0.09523809523809523,0.09349248368983569,0.12518485104232235,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,BARK2,2,6,-0.28125913017861515,2,0.09523809523809523,0.09349248368983569,0.12518485104232235,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,PAKB,2,6,-0.31609643241968444,3,0.14285714285714285,0.1422132419363925,0.18417780513073786,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,HAL,2,6,-0.6844126575794677,3,0.14285714285714285,0.1422132419363925,0.18417780513073786,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,MLCK,5,15,-0.12856114358643675,35,0.2916666666666667,0.16407189181421777,0.19636284123276995,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,PASK,1,3,-1.0172062823714587,0,0,0.1814492077214203,0.19636284123276995,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,EGFR,1,3,-0.37527657499548406,0,0,0.1814492077214203,0.19636284123276995,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,CSK,1,3,-0.37527657499548406,0,0,0.1814492077214203,0.19636284123276995,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,TEC,1,3,-0.37527657499548406,0,0,0.1814492077214203,0.19636284123276995,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,PDGFR,1,3,-0.37527657499548406,0,0,0.1814492077214203,0.19636284123276995,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,SYK,1,3,-0.37527657499548406,0,0,0.1814492077214203,0.19636284123276995,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,AXL,1,3,-0.37527657499548406,0,0,0.1814492077214203,0.19636284123276995,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,VEGFR,1,3,-0.37527657499548406,0,0,0.1814492077214203,0.19636284123276995,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,TAO,1,3,-0.517314515754831,0,0,0.1814492077214203,0.19636284123276995,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,ATM,1,3,-0.8533786770993815,0,0,0.1814492077214203,0.19636284123276995,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,NAK,1,3,-0.3557309416641929,0,0,0.1814492077214203,0.19636284123276995,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,SLK,1,3,-0.30172786858497097,1,0.16666666666666666,0.42267807417063546,0.4452209047930693,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,KHS,1,3,-0.25828812384677224,1,0.16666666666666666,0.42267807417063546,0.4452209047930693,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,BRSK,1,3,-0.035868709353763226,2,0.3333333333333333,0.7892680261342813,0.8097684943455613,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,PKN,1,3,-0.2720627674845121,2,0.3333333333333333,0.7892680261342813,0.8097684943455613,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,VRK1,3,9,-0.031596329335595814,21,0.4666666666666667,0.9056954420343094,0.9173069220603902,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos15m_PosCTL,NMO,1,3,-0.0024875716236653815,3,0.5,1,1,hpv_pos_25.10-signal_Pos15m_PosCTL-STK.csv
Pos1h_PosCTL,PKA,51,153,-0.307890080119867,1056,0.0896358543417367,2.11119268233624e-18,1.688954145868992e-16,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,DMPK,73,219,-0.2202403107500795,4040,0.16770444167704443,2.5023277334300435e-17,8.173494408870112e-16,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,RSK,63,189,-0.24777952504660633,2574,0.14335839598997493,3.065060403326292e-17,8.173494408870112e-16,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,PKCA,79,237,-0.21031325575176793,5683,0.20150338616459243,2.6813212528784486e-15,5.3626425057568975e-14,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,PKG,42,126,-0.3125155726374948,766,0.09573803274590677,3.4333791213667153e-15,5.4934065941867444e-14,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,PDHK,42,126,-0.27350342282253254,845,0.10561179852518435,2.566929950980297e-14,3.422573267973729e-13,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,PHK,66,198,-0.20509403877651267,3699,0.187756966651439,4.2416475303390143e-14,4.847597177530303e-13,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,BARK1,89,267,-0.18202581047584282,8428,0.2355637542623959,1.1146051046765112e-13,9.907600930457877e-13,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,VRK2,89,267,-0.18202581047584282,8428,0.2355637542623959,1.1146051046765112e-13,9.907600930457877e-13,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,PIM,56,168,-0.21156443419544885,2552,0.17976894899971824,1.0082834853222023e-12,8.066267882577618e-12,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,PKD,29,87,-0.3243250931493572,323,0.08437826541274818,1.6778945676924596e-11,1.2202869583217887e-10,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,PAKA,24,72,-0.3247923899978079,189,0.07191780821917808,2.7840634920655595e-10,1.8560423280437064e-9,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,AMPK,19,57,-0.34393655051224936,61,0.03690260133091349,1.881820975704135e-9,1.1580436773563909e-8,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,AKT,31,93,-0.20285086368052924,602,0.1377259208419126,2.1910313153326927e-9,1.2520178944758245e-8,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,PEK,58,174,-0.1803915850089102,3594,0.23605911330049262,2.5436483369723697e-9,1.3566124463852638e-8,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,IKK,36,108,-0.23310870346752816,1028,0.1746517159361196,4.405124903097463e-9,2.2025624515487312e-8,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,RAD53,28,84,-0.2481616715865492,506,0.14173669467787114,1.185313810468382e-8,5.577947343380622e-8,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,QIK,46,138,-0.179049087196358,2123,0.22135335210092796,2.2369661216696497e-8,9.94207165186511e-8,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,RIPK,27,81,-0.26496409216776706,548,0.16501053899427884,1.644421222871358e-7,6.92387883314256e-7,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,CDK,62,186,-0.14665788778698716,4990,0.2869300212753723,4.67466285408351e-7,1.869865141633404e-6,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,MAPKAPK,38,114,-0.20264879822280737,1487,0.22684973302822273,6.878061623538985e-7,2.620213951824375e-6,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,CAMK1,19,57,-0.27980846789721714,207,0.12522686025408347,8.739549722992666e-7,3.1780180810882424e-6,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,STE7,28,84,-0.1938794739049214,827,0.23165266106442578,1.9526565118994737e-5,6.791848737041648e-5,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,CK1,23,69,-0.222159922451883,479,0.19834368530020705,2.25992082217771e-5,7.533069407259033e-5,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,PKCD,10,30,-0.30496971179430354,33,0.07096774193548387,4.2564490164800134e-5,1.3620636852736045e-4,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,DAPK,16,48,-0.21895564774029566,186,0.15816326530612246,6.47584774018562e-5,1.9925685354417293e-4,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,PKCI,10,30,-0.24038020946791627,67,0.14408602150537633,6.893605573928749e-4,0.002042549799682592,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,CHK1,10,30,-0.25116151432086387,70,0.15053763440860216,8.620226851406124e-4,0.002462921957544607,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,SGK,22,66,-0.14747325554212912,566,0.25599276345545,9.440950685021039e-4,0.0026044001889713214,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,CAMK2,13,39,-0.2244908448278597,159,0.20384615384615384,0.0012970710262776798,0.0034375415761988977,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,CK2,5,15,-0.35719264963407743,3,0.025,0.001332047360777073,0.0034375415761988977,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,MLK,12,36,-0.1581254456502053,125,0.18768768768768768,0.0019102170296060432,0.004775542574015108,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,GRK,8,24,-0.29383293518680864,42,0.14,0.002130371286855429,0.005164536452982859,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,IRAK,9,27,-0.23852002417345125,62,0.164021164021164,0.002372369510511855,0.005582045907086718,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,AUR,8,24,-0.19738782136528438,49,0.16333333333333333,0.004086211171395094,0.009339911248903071,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,PLK,22,66,-0.1424045175954788,662,0.29941203075531436,0.004655964550439125,0.010346587889864723,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,NEK,14,42,-0.16193494235269223,230,0.2547065337763012,0.009551085056641597,0.020546888513074964,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,STKR,5,15,-0.2557123236838935,14,0.11666666666666667,0.009759772043710608,0.020546888513074964,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,MELK,21,63,-0.09247385244508137,670,0.3323412698412698,0.031921808445636524,0.06433049998872216,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,P38,29,87,-0.09717229156606216,1409,0.3680773249738767,0.03274136772607015,0.06433049998872216,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,NDR,3,9,-0.3498328244635517,4,0.08888888888888889,0.03296938124422011,0.06433049998872216,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
Pos1h_PosCTL,PDK1,35,105,-0.0741789082370617,2089,0.37538185085354897,0.03779988361099776,0.07199977830666239,hpv_pos_25.11-signal_Pos1h_PosCTL-STK.csv
