Kinase,Neg5m_NegCTL,Neg15m_NegCTL,Neg30m_NegCTL,Neg1h_NegCTL,Neg4h_NegCTL,Neg24h_NegCTL,Pos5m_PosCTL,Pos15m_PosCTL,Pos30m_PosCTL,Pos1h_PosCTL,Pos4h_PosCTL,Pos24h_PosCTL
IRAK,-0.4916666666666667,-1.215,-0.7391666666666667,-0.5583333333333333,-0.8566666666666667,-0.9883333333333332,-0.25666666666666665,-0.44166666666666665,-1.0275,-0.4083333333333333,-0.2725,0.04833333333333334
JNK,-1.945,-4.070833333333333,-3.725833333333333,-4.1725,-2.7825,-2.6275,-3.6975,-3.61,-4.211666666666667,-3.5225,-3.9183333333333334,-1.6424999999999998
KHS,0.485,0.34500000000000003,0.3491666666666667,0.11833333333333336,0.25666666666666665,0.7716666666666667,0.5141666666666667,0.74,0.9475,0.26,-0.1449999999999999,-0.31583333333333335
LKB,-1.524166666666667,-2.138333333333333,-1.4725,-1.2583333333333333,-1.5983333333333332,-1.545,-1.6616666666666666,-1.9766666666666663,-1.9433333333333336,-1.285,-1.3241666666666667,-0.47166666666666673
MAPKAPK,-0.3516666666666667,-0.35000000000000003,0.07583333333333335,-0.00500000000000001,-0.15333333333333335,0.10083333333333332,0.485,-0.01333333333333335,0.2683333333333333,0.6341666666666667,0.3733333333333333,-0.6891666666666667
MELK,-0.13749999999999998,-0.4558333333333333,-0.6341666666666667,-0.8466666666666667,-0.42333333333333334,0.145,-0.2683333333333333,-0.73,-0.6616666666666667,-0.8533333333333333,-0.3683333333333333,-0.10750000000000004
MLCK,0.3958333333333333,-0.2275,-0.8308333333333333,-0.7608333333333334,-0.3883333333333333,0.1841666666666667,-0.09249999999999996,-0.10666666666666667,-0.13166666666666663,-0.4858333333333332,-0.3350000000000001,0.4783333333333333
MLK,-0.3433333333333334,-0.615,-0.8616666666666667,-0.18,-0.5066666666666666,-0.2033333333333333,0.14333333333333337,-0.30583333333333335,-0.5291666666666667,-0.8383333333333334,-0.30499999999999994,-0.6124999999999999
MOS,0.65,0.92,1.0725,-0.7525,-0.7825,-0.8491666666666666,-0.86,-0.9858333333333332,-0.9941666666666666,1.0025,-0.49583333333333335,0.9475
MSN,0.10583333333333332,-0.05166666666666667,-0.5541666666666666,-0.3675,0.15416666666666665,0.585,1.3925,0.8358333333333333,1.2175,-0.11916666666666674,0.3899999999999999,0.5966666666666667
MST,-1.3266666666666669,-2.0175,-2.005833333333334,-2.3975,-1.4175,-0.3541666666666667,-1.711666666666667,-2.091666666666667,-1.8283333333333336,-1.9258333333333333,-2.1366666666666667,0.075
MTOR,-0.8025,-1.7591666666666668,-1.7675,-1.9066666666666667,-1.3483333333333334,-1.4466666666666663,-1.58,-1.7858333333333334,-2.211666666666667,-1.846666666666667,-1.8033333333333332,-0.6791666666666667
NAK,-0.26833333333333337,-1.0166666666666666,-1.215,-0.8308333333333333,-0.9941666666666666,-0.345,-0.00749999999999998,-0.4125,-0.17166666666666666,-0.17666666666666672,-0.205,0.28333333333333327
NDR,-0.8741666666666666,-0.06416666666666664,0.4458333333333333,0.79,-0.03083333333333338,0.07416666666666666,-0.8391666666666666,-0.8791666666666667,-0.9366666666666666,0.16416666666666666,0.01333333333333335,-0.5508333333333334
NEK,-0.6808333333333333,-0.7216666666666667,-0.7866666666666666,-0.4066666666666667,-0.3433333333333333,0.19,-0.4616666666666666,-1.0699999999999998,-1.080833333333333,-0.4816666666666667,-0.32416666666666666,0.15666666666666665
NIK,-0.9008333333333334,-1.0608333333333333,-0.8408333333333333,-0.74,-0.7891666666666667,-0.8575,-0.8583333333333334,-0.9866666666666668,-0.9858333333333332,-0.7433333333333334,-0.8383333333333334,-0.48583333333333334
NMO,-2.444166666666667,-3.1416666666666666,-2.44,-2.235,-2.305833333333333,-2.4283333333333332,-2.3658333333333332,-2.9541666666666666,-3.2183333333333333,-2.370833333333333,-2.4458333333333333,-1.3083333333333331
NUAK,-1.2766666666666666,-1.4875,-1.195,-1.0491666666666666,-1.105,-1.1833333333333331,-1.2133333333333334,-1.3833333333333333,-1.3966666666666667,-1.0683333333333334,-1.1841666666666666,-0.6825
P38,-1.9233333333333331,-3.4408333333333334,-3.2391666666666667,-3.2616666666666667,-2.0091666666666668,-2.0500000000000003,-2.8891666666666667,-3.0483333333333333,-3.515,-3.0383333333333336,-3.43,-1.5008333333333332
PAKA,-1.3,0.13416666666666666,0.675,1.44,0.7358333333333333,0.08333333333333334,1.36,0.9066666666666668,0.8591666666666667,0.7508333333333334,0.8458333333333334,-1.055
PAKB,-0.41583333333333333,-0.11083333333333334,-0.4825,-0.4541666666666667,0.44083333333333335,0.16166666666666665,0.465,0.3141666666666667,-0.15333333333333332,-0.7125,-0.8191666666666666,-0.30833333333333335
PASK,0.4941666666666667,0.3408333333333334,0.8833333333333333,1.0216666666666667,0.4341666666666667,0.9,1.24,1.1108333333333331,1.1358333333333333,0.6816666666666666,1.2475,-0.47
PDHK,-2.565,-1.8833333333333333,-0.6858333333333333,0.16499999999999998,-0.5183333333333333,-1.3808333333333334,0.5775,-0.08999999999999997,-0.3375,0.18083333333333343,0.3358333333333333,-1.3458333333333332
PDK1,-2.8158333333333334,-4.774166666666667,-3.7941666666666665,-4.216666666666667,-2.6075,-2.6241666666666665,-3.2541666666666664,-3.799166666666667,-4.2275,-3.658333333333333,-3.865833333333333,-0.9783333333333332
PEK,-3.924166666666667,-3.875,-2.6991666666666667,-2.9908333333333332,-2.7216666666666667,-3.4016666666666664,-3.024166666666667,-4.005833333333333,-4.9325,-2.6158333333333332,-3.3825,-2.171666666666667
PHK,-2.5658333333333334,-2.2091666666666665,-1.56,-0.865,-1.5766666666666669,-1.7991666666666666,-0.6174999999999999,-1.475,-1.4125,-1.2608333333333333,-1.75,-2.26
PIM,-0.9233333333333332,0.09666666666666668,0.09833333333333331,0.6166666666666667,0.38416666666666666,0.39,1.4375,0.7175,0.7675,0.38833333333333336,0.5358333333333333,-0.11499999999999998
PKA,0.7558333333333334,2.2741666666666664,2.931666666666666,3.75,2.424166666666667,0.6225,3.8466666666666662,2.8908333333333336,2.9483333333333333,3.111666666666667,3.3466666666666667,-0.01000000000000004
PKCA,-4.91,-4.109166666666667,-2.4466666666666668,-1.413333333333333,-2.1975,-4.128333333333333,-2.080833333333333,-3.586666666666667,-3.9183333333333334,-1.9883333333333333,-2.8325,-2.94
PKCD,-0.2675,0.47,0.5308333333333334,1.2466666666666666,-0.1708333333333333,0.2866666666666667,1.195,0.855,1.0625,0.9508333333333332,1.2083333333333333,0.3566666666666667
PKCH,-0.195,-0.5875,-0.21833333333333332,-0.6566666666666666,-0.2883333333333333,0.05416666666666673,-1.23,-1.1083333333333334,-0.7041666666666667,-1.1291666666666669,-0.9558333333333332,0.8966666666666667
PKCI,-0.3933333333333333,0.7108333333333333,0.7458333333333333,0.8816666666666666,0.9158333333333334,0.5075000000000001,1.6408333333333334,1.35,1.5158333333333334,0.9825,1.0533333333333337,-0.4616666666666666
PKD,-1.1025,-0.23333333333333336,0.30500000000000005,0.85,0.3433333333333334,-0.31750000000000006,1.2858333333333332,0.8183333333333334,0.9641666666666666,0.5591666666666667,0.8883333333333333,-0.3908333333333333
PKG,0.6633333333333333,2.444166666666667,2.9516666666666667,3.2458333333333336,2.09,0.665,3.6458333333333335,2.9325,2.87,3.2,3.1791666666666667,0.07750000000000005
PKN,-0.9216666666666666,-1.1341666666666668,-1.0741666666666667,-0.8133333333333334,-0.26333333333333336,-0.31916666666666665,-0.4933333333333333,-0.5308333333333334,-0.5433333333333333,-0.8225,-0.7191666666666666,-0.5641666666666667
PLK,-2.9066666666666667,-3.515,-2.943333333333334,-2.6575,-2.5675,-3.0900000000000003,-2.904166666666667,-3.158333333333333,-3.288333333333333,-2.650833333333334,-2.5033333333333334,-0.9308333333333332
PRKDC,-1.2891666666666666,-1.355,-1.0841666666666667,-0.8483333333333333,-1.1266666666666667,-1.0266666666666666,-1.6475,-1.6583333333333332,-1.485,-0.8166666666666667,-1.2916666666666667,-0.63
QIK,-1.8483333333333336,-2.25,-2.275,-1.5333333333333334,-1.7241666666666666,-1.5158333333333334,-1.1183333333333334,-1.5683333333333334,-1.7666666666666666,-1.2875,-1.6875,-1.765
RAD53,-0.13416666666666663,0.7066666666666667,0.7608333333333334,0.6833333333333333,0.24833333333333332,0.33166666666666667,1.7575,1.1583333333333332,1.0466666666666666,1.215,1.1975,0.06666666666666665
RAF,-1.2366666666666666,-1.6516666666666666,-2.3133333333333335,-2.2733333333333334,-1.1941666666666666,-1.0216666666666667,-1.7716666666666665,-1.9108333333333336,-1.9416666666666669,-2.1,-1.8766666666666667,-1.0108333333333333
RIPK,0.05999999999999998,1.21,1.2691666666666666,1.596666666666667,0.7783333333333333,0.24416666666666667,0.3616666666666666,0.03416666666666664,0.1508333333333333,0.83,1.169166666666667,-0.29500000000000004
RSK,-0.8099999999999999,0.37583333333333335,0.635,1.2241666666666666,0.545,-0.4016666666666666,2.1483333333333334,1.31,0.7483333333333333,1.0816666666666668,0.905,-0.4825
SGK,0.5308333333333334,0.1975,-0.7541666666666667,-0.2016666666666667,0.5491666666666667,0.8883333333333333,1.1475,0.8658333333333333,0.4725,-0.42916666666666664,0.08583333333333334,-0.23916666666666664
SLK,0.13416666666666668,-0.5408333333333333,0.21083333333333332,0.6541666666666667,0.10416666666666669,0.35583333333333333,0.14666666666666667,0.2241666666666667,0.5891666666666667,0.47,-0.16666666666666663,0.2733333333333333
STE11,-0.5483333333333332,-1.0416666666666667,-0.6575,-1.1091666666666666,-0.73,-0.9616666666666668,-0.7633333333333333,-0.9316666666666666,-1.2875,-0.7966666666666666,-0.7233333333333333,-0.42166666666666675
STE7,-2.35,-2.461666666666667,-1.6208333333333331,-2.001666666666667,-2.1391666666666667,-2.408333333333333,-1.6616666666666666,-2.35,-2.4058333333333333,-1.4516666666666669,-1.590833333333333,-0.645
STKR,0.27416666666666667,-0.465,-0.9475,-0.6591666666666667,-0.97,-0.5766666666666667,0.43,0.435,0.1125,-0.00333333333333334,-0.06833333333333336,-0.22583333333333336
TAO,-0.21916666666666668,-0.1733333333333333,-0.5108333333333334,-0.5683333333333334,0.7591666666666667,0.73,1.0316666666666667,0.4183333333333333,0.425,-0.41833333333333333,0.17583333333333337,0.7341666666666667
TLK,-1.2891666666666666,-1.4958333333333331,-1.205,-1.0616666666666668,-1.105,-1.211666666666667,-1.2183333333333333,-1.395,-1.4058333333333333,-1.0716666666666668,-1.1916666666666669,-0.6816666666666666
TTK,-1.3,-1.5008333333333337,-1.2,-1.06,-1.11,-1.215833333333333,-1.221666666666667,-1.4016666666666666,-1.3983333333333334,-1.0658333333333334,-1.1891666666666667,-0.6766666666666666
ULK,-0.8966666666666667,-1.0575,-0.84,-0.7416666666666667,-0.7791666666666667,-0.8608333333333333,-0.8608333333333333,-0.9816666666666668,-0.9775,-0.7483333333333333,-0.8241666666666666,-0.485
VRK1,-0.8908333333333334,-0.7775000000000001,-1.3883333333333334,-1.3816666666666666,-0.9391666666666668,-0.30833333333333335,-1.330833333333333,-1.055,-1.1908333333333334,-0.7075,-1.035,-0.01916666666666661
WNK,-0.9058333333333334,-1.0641666666666667,-0.8433333333333334,-0.75,-0.7766666666666666,-0.8558333333333333,-0.86,-0.9825,-0.9766666666666668,-0.7491666666666666,-0.8391666666666666,-0.47833333333333333
